Title,Longitude,Latitude
100022166,-73.979386,40.728927
100030572,-73.9775,40.73385
100033136,-73.97888,40.73441
100033242,-73.974324,40.731509
100031956,-73.98134,40.73096
100026122,-73.97716,40.72917
100050864,-73.97522,40.7329
100033451,-73.97892,40.73443
100026868,-73.979633,40.729864
100018055,-73.97905,40.73449
100023446,-73.979838,40.732162
100026836,-73.978886,40.722714
100040509,-73.984288,40.725501
100022285,-73.97927,40.73459
100038129,-73.978911,40.732581
100042345,-73.975196,40.732758
100002230,-73.983857,40.728702
100037447,-73.97674,40.729
100042888,-73.976887,40.732103
100021289,-73.980398,40.725881
100046557,-73.97583,40.72428
100050717,-73.975667,40.730489
100031547,-73.974399,40.731806
100044007,-73.983279,40.727624
100044505,-73.977223,40.730021
100022659,-73.97679,40.72902
100019614,-73.97714,40.72471
100023068,-73.978785,40.731397
100035885,-73.97856,40.73249
100034708,-73.982939,40.730445
100017130,-73.98356,40.728228
100021938,-73.98504,40.72693
100023196,-73.9809,40.72484
100017560,-73.984368,40.725285
100023236,-73.978978,40.732014
100024441,-73.972919,40.737931
100034207,-73.984537,40.724419
100047061,-73.99,40.74
100025226,-73.987337,40.739911
100037281,-73.98137,40.7365
100038288,-73.991212,40.740821
100040153,-73.99056,40.74372
100049853,-73.98129,40.7375
100022330,-73.983,40.73918
100019128,-73.991212,40.740821
100031609,-73.980233,40.739456
100029446,-73.986297,40.739829
100020902,-73.983711,40.612083
100023233,-73.991212,40.740821
100020739,-73.981811,40.740114
100033141,-73.972864,40.736808
100041095,-73.986297,40.739829
100049763,-73.986189,40.741999
100016297,-73.988983,40.739428
100016940,-73.991212,40.740821
100029948,-73.9817,40.73664
100026099,-73.99167,40.74084
100017306,-73.991212,40.740821
100023255,-73.98364,40.737555
100034221,-73.992624,40.740979
100029077,-73.991259,40.741915
100021039,-73.99056,40.74372
100025009,-73.985363,40.739357
100015866,-73.9889,40.74079
100031627,-73.980705,40.737546
100048017,-73.9889,40.74079
100022398,-73.991212,40.740821
100036450,-73.990991,40.743996
100042944,-73.981811,40.740114
100017522,-73.99064,40.73992
100051530,-73.990744,40.740987
100050499,-73.98094,40.74088
100023330,-73.99155,40.74227
100017211,-73.99155,40.74227
100021359,-73.991212,40.740821
100029300,-73.99155,40.74227
100029485,-73.98238,40.73817
100027195,-73.981135,40.739839
100051280,-73.98782,40.7438
100020466,-73.992127,40.741635
100026145,-73.987876,40.740838
100022335,-73.99155,40.74227
100019233,-73.97939,40.73485
100033540,-73.97632,40.735401
100036496,-73.991212,40.740821
100025644,-73.992418,40.741172
100033424,-73.99133,40.74325
100048748,-73.990681,40.742649
100026674,-73.991212,40.740821
100016630,-73.991212,40.740821
100019445,-73.98367,40.73857
100020603,-73.992274,40.741632
100043687,-73.987678,40.738826
100035557,-73.98449,40.73827
100032630,-73.992186,40.742468
100023066,-73.99422,40.7411
100046338,-73.983,40.73918
100020794,-73.992418,40.741172
100023097,-73.991212,40.740821
100036102,-73.990991,40.743996
100031368,-73.990238,40.741078
100043910,-73.988207,40.739925
100018025,-73.991212,40.740821
100019532,-73.991212,40.740821
100018237,-73.972864,40.736808
100003056,-73.99155,40.74227
100021356,-73.992127,40.741635
100016437,-73.977755,40.734541
100041290,-73.989022,40.74066
100022806,-73.983698,40.738822
100042831,-73.980789,40.737158
100022646,-73.986297,40.739829
100025601,-73.979409,40.73701
100015863,-73.991212,40.740821
100028453,-73.993283,40.741867
100050207,-73.992186,40.742468
100043194,-73.992186,40.742468
100028413,-73.988887,40.739749
100027442,-73.992418,40.741172
100027255,-73.97996,40.73719
100035911,-73.867355,40.90054
100033357,-73.991487,40.741297
100016387,-73.991212,40.740821
100023034,-73.9817,40.73664
100026951,-73.987467,40.739539
100016776,-73.989726,40.739794
100043819,-73.99133,40.74325
100042119,-73.991989,40.74343
100026673,-73.991212,40.740821
100032718,-73.99155,40.74227
100016150,-73.99155,40.74227
100037110,-73.97612,40.73346
100019510,-73.97741,40.73401
100021521,-73.987467,40.739539
100002343,-73.98273,40.73988
100034900,-73.981445,40.736547
100022106,-73.99133,40.74325
100033432,-73.960165,40.686438
100016183,-73.983887,40.739845
100018875,-73.9889,40.74079
100033870,-73.978273,40.735584
100023276,-73.989534,40.742694
100024502,-73.97716,40.73489
100025185,-73.991212,40.740821
100022274,-73.987467,40.739539
100035802,-73.992274,40.741632
100019467,-73.992274,40.741632
100042340,-73.99422,40.7411
100022505,-73.975629,40.733636
100019549,-73.985621,40.738795
100021581,-73.983,40.73918
100025227,-73.987337,40.739911
100040998,-73.990991,40.743996
100042843,-73.990289,40.744528
100041057,-73.991212,40.740821
100032590,-73.992186,40.742468
100022596,-73.981764,40.737566
100027420,-73.990744,40.740987
100050429,-73.99155,40.74227
100035888,-73.990289,40.744528
100032831,-73.991212,40.740821
100022819,-73.99133,40.74325
100044650,-73.99133,40.74325
100022008,-73.99155,40.74227
100023416,-73.982659,40.73758
100031566,-73.99064,40.73992
100022578,-73.988298,40.739152
100019581,-73.980705,40.737546
100035501,-73.980705,40.737546
